Inserted List,ORF Name,Gene Name
YER056C-A,YER056C-A,RPL34a
YER057C,YER057C,HMF1
YER058W,YER058W,PET117
YER059W,YER059W,PCL6
YER060W,YER060W,FCY21
YER060W-A,YER060W-A,FCY22
YER061C,YER061C,CEM1
YER062C,YER062C,GPP2
YER063W,YER063W,THO1
YER064C,YER064C,VHR2
YER065C,YER065C,ICL1
YER066C-A,YER066C-A,YER066C-A
YER066W,YER066W,RRT13
YER067W,YER067W,RGI1
YER068W,YER068W,MOT2
YER069W,YER069W,"ARG5,6"
YER070W,YER070W,RNR1
YER071C,YER071C,TDA2
YER072W,YER072W,VTC1
YER073W,YER073W,ALD5
YER074W,YER074W,RPS24a
YER075C,YER075C,PTP3
YER076C,YER076C,YER076C
YER077C,YER077C,MRX1
YER078C,YER078C,ICP55
YER079W,YER079W,YER079W
YER080W,YER080W,AIM9
YER081W,YER081W,SER3
YER082C,YER082C,UTP7
YER083C,YER083C,GET2
YER084W,YER084W,YER084W
YER085C,YER085C,YER085C
YER086W,YER086W,ILV1
YER087C-A,YER087C-B,YER087C-A
YER087W,YER087W,AIM10
YER088C,YER088C,DOT6
YER089C,YER089C,PTC2
YER090W,YER090W,TRP2
YER091C,YER091C,MET6
YER092W,YER092W,IES5
YER093C,YER093C,TSC11
YER093C-A,YER093C-A,AIM11
YER094C,YER094C,PUP3
YER095W,YER095W,RAD51
YER096W,YER096W,SHC1
YER097W,YER097W,YER097W
YER098W,YER098W,UBP9
YER099C,YER099C,PRS2
YER100W,YER100W,UBC6
YER101C,YER101C,AST2
YER102W,YER102W,RPS8b
YER103W,YER103W,SSA4
YER104W,YER104W,RTT105
YER105C,YER105C,NUP157
YER106W,YER106W,MAM1
YER107C,YER107C,GLE2
YER109C,YER109C,FLO8
YER110C,YER110C,KAP123
YER111C,YER111C,SWI4
YER112W,YER112W,LSM4
YER113C,YER113C,TMN3
YER114C,YER114C,BOI2
YER115C,YER115C,SPR6
YER116C,YER116C,SLX8
YER117W,YER117W,RPL23b
YER118C,YER118C,SHO1
YER119C,YER119C,AVT6
YER119C-A,YER119C-A,YER119C-A
YER120W,YER120W,SCS2
YER121W,YER121W,YER121W
YER122C,YER122C,GLO3
YER123W,YER123W,YCK3
YER124C,YER124C,DSE1
YER125W,YER125W,RSP5
YER126C,YER126C,NSA2
YER127W,YER127W,LCP5
YER128W,YER128W,VFA1
YER129W,YER129W,SAK1
YER130C,YER130C,COM2
YER131W,YER131W,RPS26b
YER132C,YER132C,PMD1
YER133W,YER133W,GLC7
YER134C,YER134C,YER134C
YER135C,YER135C,YER135C
YER136W,YER136W,GDI1
YER137C,YER137C,YER137C
YER138C,YER138C,YER138C
YER139C,YER139C,RTR1
YER140W,YER140W,EMP65
YER141W,YER141W,COX15
YER142C,YER142C,MAG1
YER143W,YER143W,DDI1
YER144C,YER144C,UBP5
YER145C,YER145C,FTR1
YER146W,YER146W,LSM5
YER147C,YER147C,SCC4
YER148W,YER148W,SPT15
YER149C,YER149C,PEA2
YER150W,YER150W,SPI1
YER151C,YER151C,UBP3
YER152C,YER152C,YER152C
YER153C,YER153C,PET122
YER154W,YER154W,OXA1
YER155C,YER155C,BEM2
YER156C,YER156C,YER156C
YER157W,YER157W,COG3
YER158C,YER158C,YER158C
YER159C,YER159C,BUR6
YER160C,YER160C,YER160C
YER161C,YER161C,SPT2
YER162C,YER162C,RAD4
YER163C,YER163C,GCG1
YER164W,YER164W,CHD1
YER165W,YER165W,PAB1
YER166W,YER166W,DNF1
YER167W,YER167W,BCK2
YER168C,YER168C,CCA1
YER169W,YER169W,RPH1
YER170W,YER170W,ADK2
YER171W,YER171W,RAD3
YER172C,YER172C,BRR2
YER173W,YER173W,RAD24
YER174C,YER174C,GRX4
YER175C,YER175C,TMT1
YER176W,YER176W,ECM32
YER177W,YER177W,BMH1
YER178W,YER178W,PDA1
YER179W,YER179W,DMC1
YER180C,YER180C,ISC10
YER181C,YER181C,YER181C
YER182W,YER182W,FMP10
YER183C,YER183C,FAU1
YER184C,YER184C,TOG1
YER185W,YER185W,PUG1
YER186C,YER186C,YER186C
YER187W,YER187W,YER187W
YER188W,YER188W,YER188W
YER189W,YER189W,YER189W
YER190W,YER190W,YRF1-2
YFL001W,YFL001W,DEG1
YFL002C,YFL002C,SPB4
YFL003C,YFL003C,MSH4
YFL004W,YFL004W,VTC2
YFL005W,YFL005W,SEC4
YFL006W,YFL006W,YFL006W
YFL007W,YFL007W,BLM10
YFL008W,YFL008W,SMC1
YFL009W,YFL009W,CDC4
YFL010C,YFL010C,WWM1
YFL011W,YFL011W,HXT10
YFL012W,YFL012W,YFL012W
YFL013C,YFL013C,IES1
YFL013W-A,Unknown,Unknown
YFL014W,YFL014W,HSP12
YFL015C,YFL015C,YFL015C
YFL016C,YFL016C,MDJ1
YFL017C,YFL017C,GNA1
YFL018C,YFL018C,LPD1
YFL019C,YFL019C,YFL019C
YFL020C,YFL020C,PAU5
YFL021W,YFL021W,GAT1
YFL022C,YFL022C,FRS2
YFL023W,YFL023W,BUD27
YFL024C,YFL024C,EPL1
YFL025C,YFL025C,BST1
YFL026W,YFL026W,STE2
YFL027C,YFL027C,GYP8
YFL028C,YFL028C,CAF16
YFL029C,YFL029C,CAK1
YFL030W,YFL030W,AGX1
YFL031W,YFL031W,HAC1
YFL032W,YFL032W,YFL032W
YFL033C,YFL033C,RIM15
YFL034W,YFL034W,MIL1
YFL036W,YFL036W,RPO41
YFL037W,YFL037W,TUB2
YFL038C,YFL038C,YPT1
YFL039C,YFL039C,ACT1
YFL040W,YFL040W,YFL040W
YFL041W,YFL041W,FET5
YFL042C,YFL042C,LAM5
YFL043C,YFL042C,YFL043C
YFL044C,YFL044C,OTU1
YFL045C,YFL045C,SEC53
YFL046W,YFL046W,FMP32
YFL047W,YFL047W,RGD2
YFL048C,YFL048C,EMP47
YFL049W,YFL049W,SWP82
YFL050C,YFL050C,ALR2
YFL051C,YFL051C,YFL051C
YFL052W,YFL052W,ZNF1
YFL053W,YFL053W,DAK2
YFL054C,YFL054C,AQY3
YFL055W,YFL055W,AGP3
YFL056C,YFL056C,AAD6
YFL057C,YFL057C,AAD16
YFL058W,YFL058W,THI5
YFL059W,YFL059W,SNZ3
YFL060C,YFL060C,SNO3
YFL061W,YFL061W,DDI2
YFL062W,YFL062W,COS4
YFL063W,YFL063W,YFL063W
YFL064C,YFL064C,YFL064C
YFL065C,YFL065C,YFL065C
YFL066C,YFL066C,YFL066C
YFL067W,YFL067W,YFL067W
YFL068W,YFL068W,YFL068W
YFR001W,YFR001W,LOC1
YFR002W,YFR002W,NIC96
YFR003C,YFR003C,YPI1
YFR004W,YFR004W,RPN11
YFR005C,YFR005C,SAD1
YFR006W,YFR006W,YFR006W
YFR007W,YFR007W,YFH7
YFR008W,YFR008W,FAR7
YFR009W,YFR009W,GCN20
YFR010W,YFR010W,UBP6
YFR011C,YFR011C,MIC19
YFR012W,YFR012W,DCV1
YFR013W,YFR013W,IOC3
YFR014C,YFR014C,CMK1
YFR015C,YFR015C,GSY1
YFR016C,YFR016C,YFR016C
YFR017C,YFR017C,IGD1
YFR018C,YFR018C,YFR018C
YFR019W,YFR019W,FAB1
YFR020W,YFR020W,CSS2
YFR021W,YFR021W,ATG18
YFR022W,YFR022W,ROG3
YFR023W,YFR023W,PES4
YFR024C,YFR024C-A,YFR024C
YFR024C-A,YFR024C-A,LSB3
YFR025C,YFR025C,HIS2
YFR026C,YFR026C,ULI1
YFR027W,YFR027W,ECO1
YFR028C,YFR028C,CDC14
YFR029W,YFR029W,PTR3
YFR030W,YFR030W,MET10
YFR031C,YFR031C,SMC2
YFR031C-A,YFR031C-A,RPL2a
YFR032C,YFR032C,RRT5
YFR033C,YFR033C,QCR6
YFR034C,YFR034C,PHO4
YFR035C,YFR035C,YFR035C
YFR036W,YFR036W,CDC26
YFR037C,YFR037C,RSC8
YFR038W,YFR038W,IRC5
YFR039C,YFR039C,OSW7
YFR040W,YFR040W,SAP155
YFR041C,YFR041C,ERJ5
YFR042W,YFR042W,KEG1
YFR043C,YFR043C,IRC6
YFR044C,YFR044C,DUG1
YFR045W,YFR045W,YFR045W
YFR046C,YFR046C,CNN1
YFR047C,YFR047C,BNA6
YFR048W,YFR048W,RMD8
YFR049W,YFR049W,YMR31
YFR050C,YFR050C,PRE4
YFR051C,YFR051C,RET2
YFR052W,YFR052W,RPN12
YFR053C,YFR053C,HXK1
YFR054C,YFR054C,YFR054C
YFR055W,YFR055W,IRC7
YFR056C,YFR056C,YFR056C
YFR057W,YFR057W,YFR057W
YGL001C,YGL001C,ERG26
YGL002W,YGL002W,ERP6
YGL003C,YGL003C,CDH1
YGL004C,YGL004C,RPN14
YGL005C,YGL005C,COG7
YGL006W,YGL006W,PMC1
YGL007W,YGL007W,BRP1
YGL008C,YGL008C,PMA1
YGL009C,YGL009C,LEU1
YGL010W,YGL010W,MPO1
YGL011C,YGL011C,SCL1
YGL012W,YGL012W,ERG4
YGL013C,YGL013C,PDR1
YGL014W,YGL014W,PUF4
YGL015C,YGL015C,YGL015C
YGL016W,YGL016W,KAP122
YGL017W,YGL017W,ATE1
YGL018C,YGL018C,JAC1
YGL019W,YGL019W,CKB1
YGL020C,YGL020C,GET1
YGL021W,YGL021W,ALK1
YGL022W,YGL022W,STT3
YGL023C,YGL023C,PIB2
YGL024W,YGL024W,YGL024W
YGL025C,YGL025C,PGD1
YGL026C,YGL026C,TRP5
YGL027C,YGL027C,CWH41
YGL028C,YGL028C,SCW11
YGL029W,YGL029W,CGR1
YGL030W,YGL030W,RPL30
YGL031C,YGL031C,RPL24a
YGL032C,YGL032C,AGA2
YGL033W,YGL033W,HOP2
YGL034C,YGL034C,YGL034C
YGL035C,YGL035C,MIG1
YGL036W,YGL036W,YGL036W
YGL037C,YGL037C,PNC1
YGL038C,YGL038C,OCH1
YGL039W,YGL039W,YGL039W
YGL040C,YGL040C,HEM2
YGL041C,YGL041C,YGL041C
YGL042C,YGL042C,YGL042C
YGL043W,YGL043W,DST1
YGL044C,YGL044C,RNA15
YGL045W,YGL045W,RIM8
YGL046W,YGL045W,YGL046W
YGL047W,YGL047W,ALG13
YGL048C,YGL048C,RPT6
YGL049C,YGL049C,TIF4632
YGL050W,YGL050W,TYW3
YGL051W,YGL051W,MST27
YGL052W,YGL052W,YGL052W
YGL053W,YGL053W,PRM8
YGL054C,YGL054C,ERV14
YGL055W,YGL055W,OLE1
YGL056C,YGL056C,SDS23
YGL057C,YGL057C,GEP7
YGL058W,YGL058W,RAD6
YGL059W,YGL059W,PKP2
YGL060W,YGL060W,YBP2
YGL061C,YGL061C,DUO1
YGL062W,YGL062W,PYC1
YGL063W,YGL063W,PUS2
YGL064C,YGL064C,MRH4
YGL065C,YGL065C,ALG2
YGL066W,YGL066W,SGF73
YGL067W,YGL067W,NPY1
YGL068W,YGL068W,MNP1
YGL069C,YGL069C,YGL069C
YGL070C,YGL070C,RPB9
YGL071W,YGL071W,AFT1
YGL072C,YGL072C,YGL072C
YGL073W,YGL073W,HSF1
YGL074C,YGL074C,YGL074C
YGL075C,YGL075C,MPS2
YGL076C,YGL076C,RPL7a
YGL077C,YGL077C,HNM1
YGL078C,YGL078C,DBP3
YGL079W,YGL079W,KXD1
YGL080W,YGL080W,MPC1
YGL081W,YGL081W,YGL081W
YGL082W,YGL082W,YGL082W
YGL083W,YGL083W,SCY1
YGL084C,YGL084C,GUP1
YGL085W,YGL085W,LCL3
YGL086W,YGL086W,MAD1
YGL087C,YGL087C,MMS2
YGL088W,YGL088W,YGL088W
YGL089C,YGL089C,MF(ALPHA)2
YGL090W,YGL090W,LIF1
YGL091C,YGL091C,NBP35
YGL092W,YGL092W,NUP145
YGL093W,YGL093W,SPC105
YGL094C,YGL094C,PAN2
YGL095C,YGL095C,VPS45
YGL096W,YGL096W,TOS8
YGL097W,YGL097W,SRM1
YGL098W,YGL098W,USE1
YGL099W,YGL099W,LSG1
YGL100W,YGL100W,SEH1
YGL101W,YGL101W,YGL101W
YGL102C,YGL102C,YGL102C
YGL103W,YGL103W,RPL28
YGL104C,YGL104C,VPS73
YGL105W,YGL105W,ARC1
YGL106W,YGL106W,MLC1
YGL107C,YGL107C,RMD9
YGL108C,YGL108C,YGL108C
YGL109W,YGL109W,YGL109W
YGL110C,YGL110C,CUE3
YGL111W,YGL111W,NSA1
YGL112C,YGL112C,TAF6
YGL113W,YGL113W,SLD3
YGL114W,YGL114W,YGL114W
YGL115W,YGL115W,SNF4
YGL116W,YGL116W,CDC20
YGL117W,YGL117W,YGL117W
YGL118C,YGL118C,YGL118C
YGL119W,YGL119W,COQ8
YGL120C,YGL120C,PRP43
YGL121C,YGL121C,GPG1
YGL122C,YGL122C,NAB2
YGL123W,YGL123W,RPS2
YGL124C,YGL124C,MON1
YGL125W,YGL125W,MET13
YGL126W,YGL126W,SCS3
YGL127C,YGL127C,SOH1
YGL128C,YGL128C,CWC23
YGL129C,YGL129C,RSM23
YGL130W,YGL130W,CEG1
YGL131C,YGL131C,SNT2
YGL132W,YGL132W,YGL132W
YGL133W,YGL133W,ITC1
YGL134W,YGL134W,PCL10
YGL135W,YGL135W,RPL1b
YGL136C,YGL136C,MRM2
YGL137W,YGL137W,SEC27
YGL138C,YGL138C,YGL138C
YGL139W,YGL139W,FLC3
YGL140C,YGL140C,YGL140C
YGL141W,YGL141W,HUL5
YGL142C,YGL142C,GPI10
YGL143C,YGL143C,MRF1
YGL144C,YGL144C,ROG1
YGL145W,YGL145W,TIP20
YGL146C,YGL146C,RRT6
YGL147C,YGL147C,RPL9a
YGL148W,YGL148W,ARO2
YGL149W,YGL149W,YGL149W
YGL150C,YGL150C,INO80
YGL151W,YGL151W,NUT1
YGL152C,YGL152C,YGL152C
YGL153W,YGL153W,PEX14
YGL154C,YGL154C,LYS5
YGL155W,YGL155W,CDC43
YGL156W,YGL156W,AMS1
YGL157W,YGL157W,ARI1
YGL158W,YGL158W,RCK1
YGL159W,YGL159W,YGL159W
YGL160W,YGL160W,AIM14
YGL161C,YGL161C,YIP5
YGL162W,YGL162W,SUT1
YGL163C,YGL163C,RAD54
YGL164C,YGL164C,YRB30
YGL165C,YGL165C,YGL165C
YGL166W,YGL166W,CUP2
YGL167C,YGL167C,PMR1
YGL168W,YGL168W,HUR1
YGL169W,YGL169W,SUA5
YGL170C,YGL170C,SPO74
YGL171W,YGL171W,ROK1
YGL172W,YGL172W,NUP49
YGL173C,YGL173C,XRN1
YGL174W,YGL174W,BUD13
YGL175C,YGL175C,SAE2
YGL176C,YGL176C,YGL176C
YGL177W,YGL177W,YGL177W
YGL178W,YGL178W,MPT5
YGL179C,YGL179C,TOS3
YGL180W,YGL180W,ATG1
YGL181W,YGL181W,GTS1
YGL182C,YGL182C,YGL182C
YGL183C,YGL183C,MND1
YGL184C,YGL184C,STR3
YGL185C,YGL185C,YGL185C
YGL186C,YGL186C,TPN1
YGL187C,YGL187C,COX4
YGL188C,YGL188C,YGL188C
YGL189C,YGL189C,RPS26a
YGL190C,YGL190C,CDC55
YGL191W,YGL191W,COX13
YGL192W,YGL192W,IME4
YGL193C,YGL193C,YGL193C
YGL194C,YGL194C,HOS2
YGL195W,YGL195W,GCN1
YGL196W,YGL196W,DSD1
YGL197W,YGL197W,MDS3
YGL198W,YGL198W,YIP4
YGL199C,YGL199C,YGL199C
YGL200C,YGL200C,EMP24
YGL201C,YGL201C,MCM6
YGL202W,YGL202W,ARO8
YGL203C,YGL203C,KEX1
YGL204C,YGL204C,YGL204C
YGL205W,YGL205W,POX1
YGL206C,YGL206C,CHC1
YGL207W,YGL207W,SPT16
YGL208W,YGL208W,SIP2
YGL209W,YGL209W,MIG2
YGL210W,YGL210W,YPT32
YGL211W,YGL211W,NCS6
YGL212W,YGL212W,VAM7
YGL213C,YGL213C,SKI8
YGL214W,YGL214W,YGL214W
YGL215W,YGL215W,CLG1
YGL216W,YGL216W,KIP3
YGL217C,YGL217C,YGL217C
YGL218W,YGL218W,YGL218W
YGL219C,YGL219C,MDM34
YGL220W,YGL220W,BOL2
YGL221C,YGL221C,NIF3
YGL222C,YGL222C,EDC1
YGL223C,YGL223C,COG1
YGL224C,YGL224C,SDT1
YGL225W,YGL225W,VRG4
YGL226C-A,YGL226C-A,OST5
YGL226W,YGL226W,MTC3
YGL227W,YGL227W,VID30
YGL228W,YGL228W,SHE10
YGL229C,YGL229C,SAP4
YGL230C,YGL230C,YGL230C
YGL231C,YGL231C,EMC4
YGL232W,YGL232W,TAN1
YGL233W,YGL233W,SEC15
YGL234W,YGL234W,"ADE5,7"
YGL235W,YGL235W,YGL235W
YGL236C,YGL236C,MTO1
YGL237C,YGL237C,HAP2
YGL238W,YGL238W,CSE1
YGL239C,YGL239C,YGL239C
YGL240W,YGL240W,DOC1
YGL241W,YGL241W,KAP114
YGL242C,YGL242C,YGL242C
YGL243W,YGL243W,TAD1
YGL244W,YGL244W,RTF1
YGL245W,YGL245W,GUS1
YGL246C,YGL246C,RAI1
YGL247W,YGL247W,BRR6
YGL248W,YGL248W,PDE1
YGL249W,YGL249W,ZIP2
YGL250W,YGL250W,RMR1
YGL251C,YGL251C,HFM1
YGL252C,YGL252C,RTG2
YGL253W,YGL253W,HXK2
YGL254W,YGL254W,FZF1
YGL255W,YGL255W,ZRT1
YGL256W,YGL256W,ADH4
YGL257C,YGL257C,MNT2
YGL258W,YGL258W,VEL1
YGL259W,YGL259W,YPS5
YGL260W,YGL260W,YGL260W
YGL261C,YGL261C,PAU11
YGL262W,YGL262W,YGL262W
YGL263W,YGL263W,COS12
YGR001C,YGR001C,EFM5
YGR002C,YGR002C,SWC4
YGR003W,YGR003W,CUL3
YGR004W,YGR004W,PEX31
YGR005C,YGR005C,TFG2
YGR006W,YGR006W,PRP18
YGR007W,YGR007W,ECT1
YGR008C,YGR008C,STF2
YGR009C,YGR009C,SEC9
YGR010W,YGR010W,NMA2
YGR011W,YGR011W,YGR011W
YGR012W,YGR012W,MCY1
YGR013W,YGR013W,SNU71
YGR014W,YGR014W,MSB2
YGR015C,YGR015C,YGR015C
YGR016W,YGR016W,YGR016W
YGR017W,YGR017W,YGR017W
YGR018C,YGR018C,YGR018C
YGR019W,YGR019W,UGA1
YGR020C,YGR020C,VMA7
YGR021W,YGR021W,YGR021W
YGR022C,YGR022C,YGR022C
YGR023W,YGR023W,MTL1
YGR024C,YGR024C,THG1
YGR025W,YGR025W,YGR025W
YGR026W,YGR026W,YGR026W
YGR027C,YGR027C,RPS25a
YGR028W,YGR028W,MSP1
YGR029W,YGR029W,ERV1
YGR030C,YGR030C,POP6
YGR031W,YGR031W,IMO32
YGR032W,YGR032W,GSC2
YGR033C,YGR033C,TIM21
YGR034W,YGR034W,RPL26b
YGR035C,YGR035C,YGR035C
YGR036C,YGR036C,CAX4
YGR037C,YGR037C,ACB1
YGR038W,YGR038W,ORM1
YGR039W,YGR039W,YGR039W
YGR040W,YGR040W,KSS1
YGR041W,YGR041W,BUD9
YGR042W,YGR042W,MTE1
YGR043C,YGR043C,NQM1
YGR044C,YGR044C,RME1
YGR045C,YGR045C,YGR045C
YGR046W,YGR046W,TAM41
YGR047C,YGR047C,TFC4
YGR048W,YGR048W,UFD1
YGR049W,YGR049W,SCM4
YGR050C,YGR050C,YGR050C
YGR051C,YGR051C,YGR051C
YGR052W,YGR052W,FMP48
YGR053C,YGR053C,YGR053C
YGR054W,YGR054W,YGR054W
YGR055W,YGR055W,MUP1
YGR056W,YGR056W,RSC1
YGR057C,YGR057C,LST7
YGR058W,YGR058W,PEF1
YGR059W,YGR059W,SPR3
YGR060W,YGR060W,ERG25
YGR061C,YGR061C,ADE6
YGR062C,YGR062C,COX18
YGR063C,YGR063C,SPT4
YGR064W,YGR064W,YGR064W
YGR065C,YGR065C,VHT1
YGR066C,YGR066C,YGR066C
YGR067C,YGR067C,YGR067C
YGR068C,YGR068C,ART5
YGR069W,YGR069W,YGR069W
YGR070W,YGR070W,ROM1
YGR071C,YGR071C,ENV11
YGR072W,YGR072W,UPF3
YGR073C,YGR073C,YGR073C
YGR074W,YGR074W,SMD1
YGR075C,YGR075C,PRP38
YGR076C,YGR076C,MRPL25
YGR077C,YGR077C,PEX8
YGR078C,YGR078C,PAC10
YGR079W,YGR079W,YGR079W
YGR080W,YGR080W,TWF1
YGR081C,YGR081C,SLX9
YGR082W,YGR082W,TOM20
YGR083C,YGR083C,GCD2
YGR084C,YGR084C,MRP13
YGR085C,YGR085C,RPL11b
YGR086C,YGR086C,PIL1
YGR087C,YGR087C,PDC6
YGR088W,YGR088W,CTT1
YGR089W,YGR089W,NNF2
YGR090W,YGR090W,UTP22
YGR091W,YGR091W,PRP31
YGR092W,YGR092W,DBF2
YGR093W,YGR093W,DRN1
YGR094W,YGR094W,VAS1
YGR095C,YGR095C,RRP46
YGR096W,YGR096W,TPC1
YGR097W,YGR097W,ASK10
YGR098C,YGR098C,ESP1
YGR099W,YGR099W,TEL2
YGR100W,YGR100W,MDR1
YGR101W,YGR101W,PCP1
YGR102C,YGR102C,GTF1
YGR103W,YGR103W,NOP7
YGR104C,YGR104C,SRB5
YGR105W,YGR105W,VMA21
YGR106C,YGR106C,VOA1
YGR107W,YGR107W,YGR107W
YGR108W,YGR108W,CLB1
YGR109C,YGR109C,CLB6
YGR110W,YGR110W,CLD1
YGR111W,YGR111W,YGR111W
YGR112W,YGR112W,SHY1
YGR113W,YGR113W,DAM1
YGR114C,YGR114C,YGR114C
YGR115C,YGR115C,YGR115C
YGR116W,YGR116W,SPT6
YGR117C,YGR117C,YGR117C
YGR118W,YGR118W,RPS23a
YGR119C,YGR119C,NUP57
YGR120C,YGR120C,COG2
YGR121C,YGR121C,MEP1
YGR122W,YGR122W,YGR122W
YGR123C,YGR123C,PPT1
YGR124W,YGR124W,ASN2
YGR125W,YGR125W,YGR125W
YGR126W,YGR126W,YGR126W
YGR127W,YGR127W,YGR127W
YGR128C,YGR128C,UTP8
YGR129W,YGR129W,SYF2
YGR130C,YGR130C,YGR130C
YGR131W,YGR131W,FHN1
YGR132C,YGR132C,PHB1
YGR133W,YGR133W,PEX4
YGR134W,YGR134W,CAF130
YGR135W,YGR135W,PRE9
YGR136W,YGR136W,LSB1
YGR137W,YGR137W,YGR137W
YGR138C,YGR138C,TPO2
YGR139W,YGR139W,YGR139W
YGR140W,YGR140W,CBF2
YGR141W,YGR141W,VPS62
YGR142W,YGR142W,BTN2
YGR143W,YGR143W,SKN1
YGR144W,YGR144W,THI4
YGR145W,YGR145W,ENP2
YGR146C,YGR146C,ECL1
YGR147C,YGR147C,NAT2
YGR148C,YGR148C,RPL24b
YGR149W,YGR149W,GPC1
YGR150C,YGR150C,CCM1
YGR151C,YGR151C,YGR151C
YGR152C,YGR152C,RSR1
YGR153W,YGR153W,YGR153W
YGR154C,YGR154C,GTO1
YGR155W,YGR155W,CYS4
YGR156W,YGR156W,PTI1
YGR157W,YGR157W,CHO2
YGR158C,YGR158C,MTR3
YGR159C,YGR159C,NSR1
YGR160W,YGR160W,YGR160W
YGR161C,YGR161C,RTS3
YGR162W,YGR162W,TIF4631
YGR163W,YGR163W,GTR2
YGR164W,YGR164W,YGR164W
YGR165W,YGR165W,MRPS35
YGR166W,YGR166W,TRS65
YGR167W,YGR167W,CLC1
YGR168C,YGR168C,YGR168C
YGR169C,YGR169C,PUS6
YGR170W,YGR170W,PSD2
YGR171C,YGR171C,MSM1
YGR172C,YGR172C,YIP1
YGR173W,YGR173W,RBG2
YGR174C,YGR174C,CBP4
YGR175C,YGR175C,ERG1
YGR176W,YGR176W,YGR176W
YGR177C,YGR177C,ATF2
YGR178C,YGR178C,PBP1
YGR179C,YGR179C,OKP1
YGR180C,YGR180C,RNR4
YGR181W,YGR181W,TIM13
YGR182C,YGR182C,YGR182C
YGR183C,YGR183C,QCR9
YGR184C,YGR184C,UBR1
YGR185C,YGR185C,TYS1
YGR186W,YGR186W,TFG1
YGR187C,YGR187C,HGH1
YGR188C,YGR188C,BUB1
YGR189C,YGR189C,CRH1
YGR190C,YGR190C,YGR190C
YGR191W,YGR191W,HIP1
YGR192C,YGR192C,TDH3
YGR193C,YGR193C,PDX1
YGR194C,YGR194C,XKS1
YGR195W,YGR195W,SKI6
YGR196C,YGR196C,FYV8
YGR197C,YGR197C,SNG1
YGR198W,YGR198W,YPP1
YGR199W,YGR199W,PMT6
YGR200C,YGR200C,ELP2
YGR201C,YGR201C,YGR201C
YGR202C,YGR202C,PCT1
YGR203W,YGR203W,YCH1
YGR204W,YGR204W,ADE3
YGR205W,YGR205W,TDA10
YGR206W,YGR206W,MVB12
YGR207C,YGR207C,CIR1
YGR208W,YGR208W,SER2
YGR209C,YGR209C,TRX2
YGR210C,YGR210C,YGR210C
YGR211W,YGR211W,ZPR1
YGR212W,YGR212W,SLI1
YGR213C,YGR213C,RTA1
YGR214W,YGR214W,RPS0a
YGR215W,YGR215W,RSM27
YGR216C,YGR216C,GPI1
YGR217W,YGR217W,CCH1
YGR218W,YGR218W,CRM1
YGR219W,YGR219W,YGR219W
YGR220C,YGR220C,MRPL9
YGR221C,YGR221C,TOS2
YGR222W,YGR222W,PET54
YGR223C,YGR223C,HSV2
YGR224W,YGR224W,AZR1
YGR225W,YGR225W,AMA1
YGR226C,YGR226C,YGR226C
YGR227W,YGR227W,DIE2
YGR228W,YGR228W,YGR228W
YGR229C,YGR229C,SMI1
YGR230W,YGR230W,BNS1
YGR231C,YGR231C,PHB2
YGR232W,YGR232W,NAS6
YGR233C,YGR233C,PHO81
YGR234W,YGR234W,YHB1
YGR235C,YGR235C,MIC26
YGR236C,YGR236C,SPG1
YGR237C,YGR237C,YGR237C
YGR238C,YGR238C,KEL2
YGR239C,YGR239C,PEX21
YGR240C,YGR240C,PFK1
YGR241C,YGR241C,YAP1802
YGR242W,YGR242W,YGR242W
YGR243W,YGR243W,MPC3
YGR244C,YGR244C,LSC2
YGR245C,YGR245C,SDA1
YGR246C,YGR246C,BRF1
YGR247W,YGR247W,CPD1
YGR248W,YGR248W,SOL4
YGR249W,YGR249W,MGA1
YGR250C,YGR250C,RIE1
YGR251W,YGR251W,NOP19
YGR252W,YGR252W,GCN5
YGR253C,YGR253C,PUP2
YGR254W,YGR254W,ENO1
YGR255C,YGR255C,COQ6
YGR256W,YGR256W,GND2
YGR257C,YGR257C,MTM1
YGR258C,YGR258C,RAD2
YGR259C,YGR259C,YGR259C
YGR260W,YGR260W,TNA1
YGR261C,YGR261C,APL6
YGR262C,YGR262C,BUD32
YGR263C,YGR263C,SAY1
YGR264C,YGR264C,MES1
YGR265W,YGR265W,YGR265W
YGR266W,YGR266W,YGR266W
YGR267C,YGR267C,FOL2
YGR268C,YGR268C,HUA1
YGR269W,YGR269W,YGR269W
YGR270W,YGR270W,YTA7
YGR271W,YGR271W,SLH1
YGR272C,YGR272C,YGR272C
YGR273C,YGR273C,YGR273C
YGR274C,YGR274C,TAF1
YGR275W,YGR275W,RTT102
YGR276C,YGR276C,RNH70
YGR277C,YGR277C,CAB4
YGR278W,YGR278W,CWC22
YGR279C,YGR279C,SCW4
YGR280C,YGR280C,PXR1
YGR281W,YGR281W,YOR1
YGR282C,YGR282C,BGL2
YGR283C,YGR283C,YGR283C
YGR284C,YGR284C,ERV29
YGR285C,YGR285C,ZUO1
YGR286C,YGR286C,BIO2
YGR287C,YGR287C,IMA1
YGR288W,YGR288W,MAL13
YGR289C,YGR289C,MAL11
YGR290W,YGR290W,YGR290W
YGR291C,YGR291C,YGR291C
YGR292W,YGR292W,MAL12
YGR293C,YGR293C,YGR293C
YGR294W,YGR294W,PAU12
YGR295C,YGR295C,COS6
YGR296W,YGR296W,YRF1-3
YHL001W,YHL001W,RPL14b
YHL002W,YHL002W,HSE1
