Inserted List,,ORF Name,Gene Name
RPL14a,,YKL006W,RPL14a
BYE1,,YKL005C,BYE1
AUR1,,YKL004W,AUR1
MRP17,,YKL003C,MRP17
DID4,,YKL002W,DID4
MET14,,YKL001C,MET14
VPS1,,YKR001C,VPS1
PAP1,,YKR002W,PAP1
OSH6,,YKR003W,OSH6
ECM9,,YKR004C,ECM9
YKR005C,,YKR005C,YKR005C
MRPL13,,YKR006C,MRPL13
MEH1,,YKR007W,MEH1
RSC4,,YKR008W,RSC4
FOX2,,YKR009C,FOX2
TOF2,,YKR010C,TOF2
YKR011C,,YKR011C,YKR011C
YKR012C,,YKR012C,YKR012C
PRY2,,YKR013W,PRY2
YPT52,,YKR014C,YPT52
YKR015C,,YKR015C,YKR015C
MIC60,,YKR016W,MIC60
HEL1,,YKR017C,HEL1
YKR018C,,YKR018C,YKR018C
IRS4,,YKR019C,IRS4
VPS51,,YKR020W,VPS51
ALY1,,YKR021W,ALY1
NTR2,,YKR022C,NTR2
YKR023W,,YKR023W,YKR023W
DBP7,,YKR024C,DBP7
RPC37,,YKR025W,RPC37
GCN3,,YKR026C,GCN3
BCH2,,YKR027W,BCH2
SAP190,,YKR028W,SAP190
SET3,,YKR029C,SET3
GMH1,,YKR030W,GMH1
SPO14,,YKR031C,SPO14
YKR032W,,YKR032W,YKR032W
YKR033C,,YKR033C,YKR033C
DAL80,,YKR034W,DAL80
DID2,,YKR035W-A,DID2
CAF4,,YKR036C,CAF4
SPC34,,YKR037C,SPC34
KAE1,,YKR038C,KAE1
GAP1,,YKR039W,GAP1
YKR040C,,YKR040C,YKR040C
YKR041W,,YKR041W,YKR041W
UTH1,,YKR042W,UTH1
SHB17,,YKR043C,SHB17
UIP5,,YKR044W,UIP5
YKR045C,,YKR045C,YKR045C
PET10,,YKR046C,PET10
YKR047W,,YKR047W,YKR047W
NAP1,,YKR048C,NAP1
FMP46,,YKR049C,FMP46
TRK2,,YKR050W,TRK2
YKR051W,,YKR051W,YKR051W
MRS4,,YKR052C,MRS4
YSR3,,YKR053C,YSR3
DYN1,,YKR054C,DYN1
RHO4,,YKR055W,RHO4
TRM2,,YKR056W,TRM2
RPS21a,,YKR057W,RPS21a
GLG1,,YKR058W,GLG1
TIF1,,YKR059W,TIF1
UTP30,,YKR060W,UTP30
KTR2,,YKR061W,KTR2
TFA2,,YKR062W,TFA2
LAS1,,YKR063C,LAS1
OAF3,,YKR064W,OAF3
PAM17,,YKR065C,PAM17
CCP1,,YKR066C,CCP1
GPT2,,YKR067W,GPT2
BET3,,YKR068C,BET3
MET1,,YKR069W,MET1
YKR070W,,YKR070W,YKR070W
DRE2,,YKR071C,DRE2
SIS2,,YKR072C,SIS2
YKR073C,,YKR073C,YKR073C
AIM29,,YKR074W,AIM29
YKR075C,,YKR075C,YKR075C
ECM4,,YKR076W,ECM4
MSA2,,YKR077W,MSA2
YKR078W,,YKR078W,YKR078W
TRZ1,,YKR079C,TRZ1
MTD1,,YKR080W,MTD1
RPF2,,YKR081C,RPF2
NUP133,,YKR082W,NUP133
DAD2,,YKR083C,DAD2
HBS1,,YKR084C,HBS1
MRPL20,,YKR085C,MRPL20
PRP16,,YKR086W,PRP16
OMA1,,YKR087C,OMA1
TVP38,,YKR088C,TVP38
TGL4,,YKR089C,TGL4
PXL1,,YKR090W,PXL1
SRL3,,YKR091W,SRL3
SRP40,,YKR092C,SRP40
PTR2,,YKR093W,PTR2
RPL40b,,YKR094C,RPL40b
MLP1,,YKR095W,MLP1
ESL2,,YKR096W,ESL2
PCK1,,YKR097W,PCK1
UBP11,,YKR098C,UBP11
BAS1,,YKR099W,BAS1
SKG1,,YKR100C,SKG1
SIR1,,YKR101W,SIR1
FLO10,,YKR102W,FLO10
VBA5,,YKR105C,VBA5
GEX2,,YKR106W,GEX2
YLL067C,,YLL067C,YLL067C
YLL066C,,YLL066C,YLL066C
YLL065W,,YLL065W,YLL065W
PAU18,,YLL064C,PAU18
AYT1,,YLL063C,AYT1
MHT1,,YLL062C,MHT1
MMP1,,YLL061W,MMP1
GTT2,,YLL060C,GTT2
YLL059C,,YLL059C,YLL059C
YLL058W,,YLL058W,YLL058W
JLP1,,YLL057C,JLP1
YLL056C,,YLL056C,YLL056C
YCT1,,YLL055W,YCT1
YLL054C,,YLL054C,YLL054C
YLL053C,,YLL053C,YLL053C
AQY2,,YLL052C,AQY2
FRE6,,YLL051C,FRE6
COF1,,YLL050C,COF1
LDB18,,YLL049W,LDB18
YBT1,,YLL048C,YBT1
RNP1,,YLL046C,RNP1
RPL8b,,YLL045C,RPL8b
FPS1,,YLL043W,FPS1
ATG10,,YLL042C,ATG10
SDH2,,YLL041C,SDH2
VPS13,,YLL040C,VPS13
UBI4,,YLL039C,UBI4
ENT4,,YLL038C,ENT4
YLL037W,,YLL037W,YLL037W
PRP19,,YLL036C,PRP19
GRC3,,YLL035W,GRC3
RIX7,,YLL034C,RIX7
IRC19,,YLL033W,IRC19
YLL032C,,YLL032C,YLL032C
GPI13,,YLL031C,GPI13
RRT7,,YLL030C,RRT7
FRA1,,YLL029W,FRA1
TPO1,,YLL028W,TPO1
ISA1,,YLL027W,ISA1
HSP104,,YLL026W,HSP104
PAU17,,YLL025W,PAU17
SSA2,,YLL024C,SSA2
POM33,,YLL023C,POM33
HIF1,,YLL022C,HIF1
SPA2,,YLL021W,SPA2
YLL020C,,YLL020C,YLL020C
KNS1,,YLL019C,KNS1
COX19,,YLL018C-A,COX19
DPS1,,YLL018C,DPS1
BPT1,,YLL015W,BPT1
EMC6,,YLL014W,EMC6
PUF3,,YLL013C,PUF3
YEH1,,YLL012W,YEH1
SOF1,,YLL011W,SOF1
PSR1,,YLL010C,PSR1
COX17,,YLL009C,COX17
DRS1,,YLL008W,DRS1
LMO1,,YLL007C,LMO1
MMM1,,YLL006W,MMM1
SPO75,,YLL005C,SPO75
ORC3,,YLL004W,ORC3
SFI1,,YLL003W,SFI1
RTT109,,YLL002W,RTT109
DNM1,,YLL001W,DNM1
YLR001C,,YLR001C,YLR001C
NOC3,,YLR002C,NOC3
CMS1,,YLR003C,CMS1
THI73,,YLR004C,THI73
SSL1,,YLR005W,SSL1
SSK1,,YLR006C,SSK1
NSE1,,YLR007W,NSE1
PAM18,,YLR008C,PAM18
RLP24,,YLR009W,RLP24
TEN1,,YLR010C,TEN1
LOT6,,YLR011W,LOT6
YLR012C,,YLR012C,YLR012C
GAT3,,YLR013W,GAT3
PPR1,,YLR014C,PPR1
BRE2,,YLR015W,BRE2
PML1,,YLR016C,PML1
MEU1,,YLR017W,MEU1
POM34,,YLR018C,POM34
PSR2,,YLR019W,PSR2
YEH2,,YLR020C,YEH2
IRC25,,YLR021W,IRC25
SDO1,,YLR022C,SDO1
IZH3,,YLR023C,IZH3
UBR2,,YLR024C,UBR2
SNF7,,YLR025W,SNF7
SED5,,YLR026C,SED5
AAT2,,YLR027C,AAT2
ADE16,,YLR028C,ADE16
RPL15a,,YLR029C,RPL15a
YLR030W,,YLR030W,YLR030W
YLR031W,,YLR031W,YLR031W
RAD5,,YLR032W,RAD5
RSC58,,YLR033W,RSC58
SMF3,,YLR034C,SMF3
MLH2,,YLR035C,MLH2
YLR036C,,YLR036C,YLR036C
PAU23,,YLR037C,PAU23
COX12,,YLR038C,COX12
RIC1,,YLR039C,RIC1
AFB1,,YLR040C,AFB1
YLR041W,,YLR041W,YLR041W
YLR042C,,YLR042C,YLR042C
TRX1,,YLR043C,TRX1
PDC1,,YLR044C,PDC1
STU2,,YLR045C,STU2
YLR046C,,YLR046C,YLR046C
FRE8,,YLR047C,FRE8
RPS0b,,YLR048W,RPS0b
YLR049C,,YLR049C,YLR049C
YLR050C,,YLR050C,YLR050C
FCF2,,YLR051C,FCF2
IES3,,YLR052W,IES3
YLR053C,,YLR053C,YLR053C
OSW2,,YLR054C,OSW2
SPT8,,YLR055C,SPT8
ERG3,,YLR056W,ERG3
MNL2,,YLR057W,MNL2
SHM2,,YLR058C,SHM2
REX2,,YLR059C,REX2
FRS1,,YLR060W,FRS1
RPL22a,,YLR061W,RPL22a
BUD28,,YLR062C,BUD28
BMT6,,YLR063W,BMT6
PER33,,YLR064W,PER33
ENV10,,YLR065C,ENV10
SPC3,,YLR066W,SPC3
PET309,,YLR067C,PET309
FYV7,,YLR068W,FYV7
MEF1,,YLR069C,MEF1
XYL2,,YLR070C,XYL2
RGR1,,YLR071C,RGR1
LAM6,,YLR072W,LAM6
RFU1,,YLR073C,RFU1
BUD20,,YLR074C,BUD20
RPL10,,YLR075W,RPL10
YLR076C,,YLR076C,YLR076C
FMP25,,YLR077W,FMP25
BOS1,,YLR078C,BOS1
SIC1,,YLR079W,SIC1
EMP46,,YLR080W,EMP46
GAL2,,YLR081W,GAL2
SRL2,,YLR082C,SRL2
EMP70,,YLR083C,EMP70
RAX2,,YLR084C,RAX2
ARP6,,YLR085C,ARP6
SMC4,,YLR086W,SMC4
CSF1,,YLR087C,CSF1
GAA1,,YLR088W,GAA1
ALT1,,YLR089C,ALT1
XDJ1,,YLR090W,XDJ1
GEP5,,YLR091W,GEP5
SUL2,,YLR092W,SUL2
NYV1,,YLR093C,NYV1
GIS3,,YLR094C,GIS3
IOC2,,YLR095C,IOC2
KIN2,,YLR096W,KIN2
HRT3,,YLR097C,HRT3
CHA4,,YLR098C,CHA4
ICT1,,YLR099C,ICT1
MIM2,,YLR099W-A,MIM2
ERG27,,YLR100W,ERG27
YLR101C,,YLR101C,YLR101C
APC9,,YLR102C,APC9
CDC45,,YLR103C,CDC45
LCL2,,YLR104W,LCL2
SEN2,,YLR105C,SEN2
MDN1,,YLR106C,MDN1
REX3,,YLR107W,REX3
YLR108C,,YLR108C,YLR108C
AHP1,,YLR109W,AHP1
CCW12,,YLR110C,CCW12
YLR111W,,YLR111W,YLR111W
YLR112W,,YLR112W,YLR112W
HOG1,,YLR113W,HOG1
AVL9,,YLR114C,AVL9
CFT2,,YLR115W,CFT2
MSL5,,YLR116W,MSL5
CLF1,,YLR117C,CLF1
YLR118C,,YLR118C,YLR118C
SRN2,,YLR119W,SRN2
YPS1,,YLR120C,YPS1
YPS3,,YLR121C,YPS3
YLR122C,,YLR122C,YLR122C
YLR123C,,YLR123C,YLR123C
YLR124W,,YLR124W,YLR124W
YLR125W,,YLR125W,YLR125W
YLR126C,,YLR126C,YLR126C
APC2,,YLR127C,APC2
DCN1,,YLR128W,DCN1
DIP2,,YLR129W,DIP2
ZRT2,,YLR130C,ZRT2
ACE2,,YLR131C,ACE2
USB1,,YLR132C,USB1
CKI1,,YLR133W,CKI1
PDC5,,YLR134W,PDC5
SLX4,,YLR135W,SLX4
TIS11,,YLR136C,TIS11
RKM5,,YLR137W,RKM5
NHA1,,YLR138W,NHA1
SLS1,,YLR139C,SLS1
YLR140W,,YLR140W,YLR140W
RRN5,,YLR141W,RRN5
PUT1,,YLR142W,PUT1
DPH6,,YLR143W,DPH6
ACF2,,YLR144C,ACF2
RMP1,,YLR145W,RMP1
SPE4,,YLR146C,SPE4
SMD3,,YLR147C,SMD3
PEP3,,YLR148W,PEP3
YLR149C,,YLR149C,YLR149C
YLR149C-A,,YLR149C-A,YLR149C-A
STM1,,YLR150W,STM1
PCD1,,YLR151C,PCD1
YLR152C,,YLR152C,YLR152C
ACS2,,YLR153C,ACS2
RNH203,,YLR154C,RNH203
ASP3-1,,YLR155C,ASP3-1
YLR156W,,YLR156W,YLR156W
ASP3-2,,YLR157C,ASP3-2
ASP3-3,,YLR158C,ASP3-3
YLR159W,,YLR159W,YLR159W
ASP3-4,,YLR160C,ASP3-4
YLR161W,,YLR161W,YLR161W
YLR162W,,YLR162W,YLR162W
MAS1,,YLR163C,MAS1
SHH4,,YLR164W,SHH4
PUS5,,YLR165C,PUS5
SEC10,,YLR166C,SEC10
RPS31,,YLR167W,RPS31
UPS2,,YLR168C,UPS2
YLR169W,,YLR169W,YLR169W
APS1,,YLR170C,APS1
YLR171W,,YLR171W,YLR171W
DPH5,,YLR172C,DPH5
YLR173W,,YLR173W,YLR173W
IDP2,,YLR174W,IDP2
CBF5,,YLR175W,CBF5
RFX1,,YLR176C,RFX1
YLR177W,,YLR177W,YLR177W
TFS1,,YLR178C,TFS1
YLR179C,,YLR179C,YLR179C
SAM1,,YLR180W,SAM1
VTA1,,YLR181C,VTA1
SWI6,,YLR182W,SWI6
TOS4,,YLR183C,TOS4
YLR184W,,YLR184W,YLR184W
RPL37a,,YLR185W,RPL37a
EMG1,,YLR186W,EMG1
SKG3,,YLR187W,SKG3
MDL1,,YLR188W,MDL1
ATG26,,YLR189C,ATG26
MMR1,,YLR190W,MMR1
PEX13,,YLR191W,PEX13
HCR1,,YLR192C,HCR1
UPS1,,YLR193C,UPS1
NCW2,,YLR194C,NCW2
NMT1,,YLR195C,NMT1
PWP1,,YLR196W,PWP1
NOP56,,YLR197W,NOP56
YLR198C,,YLR198C,YLR198C
PBA1,,YLR199C,PBA1
YKE2,,YLR200W,YKE2
COQ9,,YLR201C,COQ9
YLR202C,,YLR202C,YLR202C
MSS51,,YLR203C,MSS51
QRI5,,YLR204W,QRI5
HMX1,,YLR205C,HMX1
ENT2,,YLR206W,ENT2
HRD3,,YLR207W,HRD3
SEC13,,YLR208W,SEC13
PNP1,,YLR209C,PNP1
CLB4,,YLR210W,CLB4
ATG38,,YLR211C,ATG38
TUB4,,YLR212C,TUB4
CRR1,,YLR213C,CRR1
FRE1,,YLR214W,FRE1
CDC123,,YLR215C,CDC123
CPR6,,YLR216C,CPR6
YLR217W,,YLR217W,YLR217W
COA4,,YLR218C,COA4
MSC3,,YLR219W,MSC3
CCC1,,YLR220W,CCC1
RSA3,,YLR221C,RSA3
UTP13,,YLR222C,UTP13
IFH1,,YLR223C,IFH1
UCC1,,YLR224W,UCC1
YLR225C,,YLR225C,YLR225C
BUR2,,YLR226W,BUR2
ADY4,,YLR227C,ADY4
ECM22,,YLR228C,ECM22
CDC42,,YLR229C,CDC42
YLR230W,,YLR230W,YLR230W
BNA5,,YLR231C,BNA5
YLR232W,,YLR232W,YLR232W
EST1,,YLR233C,EST1
TOP3,,YLR234W,TOP3
YLR235C,,YLR235C,YLR235C
YLR236C,,YLR236C,YLR236C
THI7,,YLR237W,THI7
FAR10,,YLR238W,FAR10
LIP2,,YLR239C,LIP2
VPS34,,YLR240W,VPS34
CSC1,,YLR241W,CSC1
ARV1,,YLR242C,ARV1
GPN3,,YLR243W,GPN3
MAP1,,YLR244C,MAP1
CDD1,,YLR245C,CDD1
ERF2,,YLR246W,ERF2
IRC20,,YLR247C,IRC20
RCK2,,YLR248W,RCK2
YEF3,,YLR249W,YEF3
SSP120,,YLR250W,SSP120
SYM1,,YLR251W,SYM1
YLR252W,,YLR252W,YLR252W
MCP2,,YLR253W,MCP2
NDL1,,YLR254C,NDL1
YLR255C,,YLR255C,YLR255C
HAP1,,YLR256W,HAP1
YLR257W,,YLR257W,YLR257W
GSY2,,YLR258W,GSY2
HSP60,,YLR259C,HSP60
LCB5,,YLR260W,LCB5
VPS63,,YLR261C,VPS63
YPT6,,YLR262C,YPT6
TMA7,,YLR262C-A,TMA7
RED1,,YLR263W,RED1
RPS28b,,YLR264W,RPS28b
NEJ1,,YLR265C,NEJ1
PDR8,,YLR266C,PDR8
BOP2,,YLR267W,BOP2
SEC22,,YLR268W,SEC22
YLR269C,,YLR269C,YLR269C
DCS1,,YLR270W,DCS1
CMG1,,YLR271W,CMG1
YCS4,,YLR272C,YCS4
PIG1,,YLR273C,PIG1
MCM5,,YLR274W,MCM5
SMD2,,YLR275W,SMD2
DBP9,,YLR276C,DBP9
YSH1,,YLR277C,YSH1
YLR278C,,YLR278C,YLR278C
YLR279W,,YLR279W,YLR279W
YLR280C,,YLR280C,YLR280C
YLR281C,,YLR281C,YLR281C
YLR282C,,YLR282C,YLR282C
YLR283W,,YLR283W,YLR283W
ECI1,,YLR284C,ECI1
NNT1,,YLR285W,NNT1
CTS1,,YLR286C,CTS1
YLR287C,,YLR287C,YLR287C
RPS30a,,YLR287C-A,RPS30a
MEC3,,YLR288C,MEC3
GUF1,,YLR289W,GUF1
COQ11,,YLR290C,COQ11
GCD7,,YLR291C,GCD7
SEC72,,YLR292C,SEC72
GSP1,,YLR293C,GSP1
YLR294C,,YLR294C,YLR294C
ATP14,,YLR295C,ATP14
YLR296W,,YLR296W,YLR296W
YLR297W,,YLR297W,YLR297W
YHC1,,YLR298C,YHC1
ECM38,,YLR299W,ECM38
EXG1,,YLR300W,EXG1
HRI1,,YLR301W,HRI1
YLR302C,,YLR302C,YLR302C
MET17,,YLR303W,MET17
ACO1,,YLR304C,ACO1
STT4,,YLR305C,STT4
UBC12,,YLR306W,UBC12
CDA1,,YLR307W,CDA1
CDA2,,YLR308W,CDA2
IMH1,,YLR309C,IMH1
CDC25,,YLR310C,CDC25
YLR311C,,YLR311C,YLR311C
ATG39,,YLR312C,ATG39
MRPL15,,YLR312W-A,MRPL15
SPH1,,YLR313C,SPH1
CDC3,,YLR314C,CDC3
NKP2,,YLR315W,NKP2
TAD3,,YLR316C,TAD3
YLR317W,,YLR317W,YLR317W
EST2,,YLR318W,EST2
BUD6,,YLR319C,BUD6
MMS22,,YLR320W,MMS22
SFH1,,YLR321C,SFH1
VPS65,,YLR322W,VPS65
CWC24,,YLR323C,CWC24
PEX30,,YLR324W,PEX30
RPL38,,YLR325C,RPL38
YLR326W,,YLR326W,YLR326W
TMA10,,YLR327C,TMA10
NMA1,,YLR328W,NMA1
REC102,,YLR329W,REC102
CHS5,,YLR330W,CHS5
JIP3,,YLR331C,JIP3
MID2,,YLR332W,MID2
RPS25b,,YLR333C,RPS25b
YLR334C,,YLR334C,YLR334C
NUP2,,YLR335W,NUP2
SGD1,,YLR336C,SGD1
VRP1,,YLR337C,VRP1
YLR338W,,YLR338W,YLR338W
YLR339C,,YLR339C,YLR339C
RPP0,,YLR340W,RPP0
SPO77,,YLR341W,SPO77
FKS1,,YLR342W,FKS1
GAS2,,YLR343W,GAS2
RPL26a,,YLR344W,RPL26a
YLR345W,,YLR345W,YLR345W
CIS1,,YLR346C,CIS1
KAP95,,YLR347C,KAP95
DIC1,,YLR348C,DIC1
YLR349W,,YLR349W,YLR349W
ORM2,,YLR350W,ORM2
NIT3,,YLR351C,NIT3
YLR352W,,YLR352W,YLR352W
BUD8,,YLR353W,BUD8
TAL1,,YLR354C,TAL1
ILV5,,YLR355C,ILV5
ATG33,,YLR356W,ATG33
RSC2,,YLR357W,RSC2
YLR358C,,YLR358C,YLR358C
ADE13,,YLR359W,ADE13
VPS38,,YLR360W,VPS38
DCR2,,YLR361C,DCR2
STE11,,YLR362W,STE11
NMD4,,YLR363C,NMD4
YLR363W-A,,YLR363W-A,YLR363W-A
GRX8,,YLR364W,GRX8
YLR365W,,YLR365W,YLR365W
YLR366W,,YLR366W,YLR366W
RPS22b,,YLR367W,RPS22b
MDM30,,YLR368W,MDM30
SSQ1,,YLR369W,SSQ1
ARC18,,YLR370C,ARC18
ROM2,,YLR371W,ROM2
ELO3,,YLR372W,ELO3
VID22,,YLR373C,VID22
YLR374C,,YLR374C,YLR374C
STP3,,YLR375W,STP3
PSY3,,YLR376C,PSY3
FBP1,,YLR377C,FBP1
SEC61,,YLR378C,SEC61
YLR379W,,YLR379W,YLR379W
CSR1,,YLR380W,CSR1
CTF3,,YLR381W,CTF3
NAM2,,YLR382C,NAM2
SMC6,,YLR383W,SMC6
IKI3,,YLR384C,IKI3
SWC7,,YLR385C,SWC7
VAC14,,YLR386W,VAC14
REH1,,YLR387C,REH1
RPS29a,,YLR388W,RPS29a
STE23,,YLR389C,STE23
CCW14,,YLR390W-A,CCW14
ART10,,YLR392C,ART10
ATP10,,YLR393W,ATP10
CST9,,YLR394W,CST9
COX8,,YLR395C,COX8
VPS33,,YLR396C,VPS33
AFG2,,YLR397C,AFG2
SKI2,,YLR398C,SKI2
BDF1,,YLR399C,BDF1
YLR400W,,YLR400W,YLR400W
DUS3,,YLR401C,DUS3
YLR402W,,YLR402W,YLR402W
SFP1,,YLR403W,SFP1
SEI1,,YLR404W,SEI1
DUS4,,YLR405W,DUS4
RPL31b,,YLR406C,RPL31b
YLR407W,,YLR407W,YLR407W
BLS1,,YLR408C,BLS1
UTP21,,YLR409C,UTP21
VIP1,,YLR410W,VIP1
CTR3,,YLR411W,CTR3
BER1,,YLR412W,BER1
INA1,,YLR413W,INA1
PUN1,,YLR414C,PUN1
YLR415C,,YLR415C,YLR415C
YLR416C,,YLR416C,YLR416C
VPS36,,YLR417W,VPS36
CDC73,,YLR418C,CDC73
YLR419W,,YLR419W,YLR419W
URA4,,YLR420W,URA4
RPN13,,YLR421C,RPN13
DCK1,,YLR422W,DCK1
ATG17,,YLR423C,ATG17
SPP382,,YLR424W,SPP382
TUS1,,YLR425W,TUS1
TDA5,,YLR426W,TDA5
MAG2,,YLR427W,MAG2
YLR428C,,YLR428C,YLR428C
CRN1,,YLR429W,CRN1
SEN1,,YLR430W,SEN1
ATG23,,YLR431C,ATG23
IMD3,,YLR432W,IMD3
CNA1,,YLR433C,CNA1
TSR2,,YLR435W,TSR2
ECM30,,YLR436C,ECM30
DIF1,,YLR437C,DIF1
CAR2,,YLR438W,CAR2
LSM3,,YLR438C-A,LSM3
MRPL4,,YLR439W,MRPL4
SEC39,,YLR440C,SEC39
RPS1a,,YLR441C,RPS1a
SIR3,,YLR442C,SIR3
ECM7,,YLR443W,ECM7
YLR444C,,YLR444C,YLR444C
GMC2,,YLR445W,GMC2
YLR446W,,YLR446W,YLR446W
VMA6,,YLR447C,VMA6
RPL6b,,YLR448W,RPL6b
FPR4,,YLR449W,FPR4
HMG2,,YLR450W,HMG2
LEU3,,YLR451W,LEU3
SST2,,YLR452C,SST2
RIF2,,YLR453C,RIF2
FMP27,,YLR454W,FMP27
PDP3,,YLR455W,PDP3
YLR456W,,YLR456W,YLR456W
NBP1,,YLR457C,NBP1
YLR458W,,YLR458W,YLR458W
GAB1,,YLR459W,GAB1
YLR460C,,YLR460C,YLR460C
PAU4,,YLR461W,PAU4
YLR462W,,YLR462W,YLR462W
YLR463C,,YLR463C,YLR463C
YLR464W,,YLR464W,YLR464W
YLR465C,,YLR465C,YLR465C
YRF1-4,,YLR466W,YRF1-4
YRF1-5,,YLR467W,YRF1-5
YML133C,,YML133C,YML133C
COS3,,YML132W,COS3
YML131W,,YML131W,YML131W
ERO1,,YML130C,ERO1
COX14,,YML129C,COX14
MSC1,,YML128C,MSC1
RSC9,,YML127W,RSC9
ERG13,,YML126C,ERG13
PGA3,,YML125C,PGA3
TUB3,,YML124C,TUB3
PHO84,,YML123C,PHO84
YML122C,,YML122C,YML122C
GTR1,,YML121W,GTR1
NDI1,,YML120C,NDI1
YML119W,,YML119W,YML119W
NGL3,,YML118W,NGL3
NAB6,,YML117W,NAB6
YML116W-A,,YML116W-A,YML116W-A
ATR1,,YML116W,ATR1
VAN1,,YML115C,VAN1
TAF8,,YML114C,TAF8
DAT1,,YML113W,DAT1
CTK3,,YML112W,CTK3
BUL2,,YML111W,BUL2
COQ5,,YML110C,COQ5
ZDS2,,YML109W,ZDS2
YML108W,,YML108W,YML108W
PML39,,YML107C,PML39
URA5,,YML106W,URA5
SEC65,,YML105C,SEC65
MDM1,,YML104C,MDM1
NUP188,,YML103C,NUP188
CAC2,,YML102W,CAC2
YML101C-A,,YML101C-A,YML101C-A
CUE4,,YML101C,CUE4
TSL1,,YML100W,TSL1
YML099W-A,,YML099W-A,YML099W-A
ARG81,,YML099C,ARG81
TAF13,,YML098W,TAF13
VPS9,,YML097C,VPS9
YML096W,,YML096W,YML096W
RAD10,,YML095C,RAD10
YML094C-A,,YML094C-A,YML094C-A
GIM5,,YML094W,GIM5
UTP14,,YML093W,UTP14
PRE8,,YML092C,PRE8
RPM2,,YML091C,RPM2
YML090W,,YML090W,YML090W
YML089C,,YML089C,YML089C
UFO1,,YML088W,UFO1
AIM33,,YML087C,AIM33
ALO1,,YML086C,ALO1
TUB1,,YML085C,TUB1
YML084W,,YML084W,YML084W
YML083C,,YML083C,YML083C
YML082W,,YML082W,YML082W
ATP18,,YML081C-A,ATP18
TDA9,,YML081W,TDA9
DUS1,,YML080W,DUS1
YML079W,,YML079W,YML079W
CPR3,,YML078W,CPR3
BET5,,YML077W,BET5
WAR1,,YML076C,WAR1
HMG1,,YML075C,HMG1
FPR3,,YML074C,FPR3
RPL6a,,YML073C,RPL6a
TCB3,,YML072C,TCB3
COG8,,YML071C,COG8
DAK1,,YML070W,DAK1
POB3,,YML069W,POB3
ITT1,,YML068W,ITT1
ERV41,,YML067C,ERV41
SMA2,,YML066C,SMA2
ORC1,,YML065W,ORC1
TEM1,,YML064C,TEM1
RPS1b,,YML063W,RPS1b
MFT1,,YML062C,MFT1
PIF1,,YML061C,PIF1
OGG1,,YML060W,OGG1
NTE1,,YML059C,NTE1
HUG1,,YML058W-A,HUG1
SML1,,YML058W,SML1
YML057C-A,,YML057C-A,YML057C-A
CMP2,,YML057W,CMP2
IMD4,,YML056C,IMD4
SPC2,,YML055W,SPC2
CYB2,,YML054C,CYB2
YML053C,,YML053C,YML053C
SUR7,,YML052W,SUR7
GAL80,,YML051W,GAL80
AIM32,,YML050W,AIM32
RSE1,,YML049C,RSE1
GSF2,,YML048W,GSF2
YML047W-A,,YML047W-A,YML047W-A
PRM6,,YML047C,PRM6
PRP39,,YML046W,PRP39
RRN11,,YML043C,RRN11
CAT2,,YML042W,CAT2
VPS71,,YML041C,VPS71
YMD8,,YML038C,YMD8
YML037C,,YML037C,YML037C
CGI121,,YML036W,CGI121
AMD1,,YML035C,AMD1
YML034C-A,,YML034C-A,YML034C-A
SRC1,,YML034W,SRC1
RAD52,,YML032C,RAD52
NDC1,,YML031W,NDC1
RCF1,,YML030W,RCF1
USA1,,YML029W,USA1
TSA1,,YML028W,TSA1
YOX1,,YML027W,YOX1
RPS18b,,YML026C,RPS18b
YML6,,YML025C,YML6
RPS17a,,YML024W,RPS17a
NSE5,,YML023C,NSE5
APT1,,YML022W,APT1
UNG1,,YML021C,UNG1
YML020W,,YML020W,YML020W
OST6,,YML019W,OST6
YML018C,,YML018C,YML018C
PSP2,,YML017W,PSP2
PPZ1,,YML016C,PPZ1
TAF11,,YML015C,TAF11
TRM9,,YML014W,TRM9
UBX2,,YML013W,UBX2
YML012C-A,,YML012C-A,YML012C-A
ERV25,,YML012W,ERV25
RAD33,,YML011C,RAD33
SPT5,,YML010W,SPT5
YML009C-A,,YML009C-A,YML009C-A
MRPL39,,YML009C,MRPL39
ERG6,,YML008C,ERG6
YML007C-A,,YML007C-A,YML007C-A
YAP1,,YML007W,YAP1
GIS4,,YML006C,GIS4
TRM12,,YML005W,TRM12
GLO1,,YML004C,GLO1
YML003W,,YML003W,YML003W
YML002W,,YML002W,YML002W
YPT7,,YML001W,YPT7
CDC5,,YMR001C,CDC5
MIX17,,YMR002W,MIX17
AIM34,,YMR003W,AIM34
MVP1,,YMR004W,MVP1
TAF4,,YMR005W,TAF4
PLB2,,YMR006C,PLB2
YMR007W,,YMR007W,YMR007W
PLB1,,YMR008C,PLB1
ADI1,,YMR009W,ADI1
ANY1,,YMR010W,ANY1
HXT2,,YMR011W,HXT2
CLU1,,YMR012W,CLU1
SEC59,,YMR013C,SEC59
YMR013W-A,,YMR013W-A,YMR013W-A
BUD22,,YMR014W,BUD22
ERG5,,YMR015C,ERG5
SOK2,,YMR016C,SOK2
SPO20,,YMR017W,SPO20
PEX9,,YMR018W,PEX9
STB4,,YMR019W,STB4
FMS1,,YMR020W,FMS1
MAC1,,YMR021C,MAC1
UBC7,,YMR022W,UBC7
MSS1,,YMR023C,MSS1
MRPL3,,YMR024W,MRPL3
CSI1,,YMR025W,CSI1
